title,reply
역대급으로 말 많은 아이폰 15 프로 & 프로맥스 일주일 사용기! 사기 전에 미리 참고하세요.,잇섭님은 디자인 14처럼 각진게좋나요 아님 이번거가 더좋나요?
역대급으로 말 많은 아이폰 15 프로 & 프로맥스 일주일 사용기! 사기 전에 미리 참고하세요.,"15프로 발열이슈 사실인거 확인 됬습니다. 발열 원인이 소프트웨어인 ios17문제라던데, 이게 맞는말인게 11시리즈 부터 14시리즈 기기에 ios17까면 발열이 심하다는게 아사모(아이폰 카페) 회원들의 의견입니다."
역대급으로 말 많은 아이폰 15 프로 & 프로맥스 일주일 사용기! 사기 전에 미리 참고하세요.,"12 쓰면서 USB-C 때문에 15 기다렸는데 논란이 너무 많아 16까지 존버해야 하나 고민했는데요, 이 영상이 도움이 많이 될 것 같습니다. 좋은 영상 감사합니다"
역대급으로 말 많은 아이폰 15 프로 & 프로맥스 일주일 사용기! 사기 전에 미리 참고하세요.,스크래치 문젠 나중에 트레이드 인 할때 가격이 내려치기 안당한다면 괜찮다고 생각하네요
역대급으로 말 많은 아이폰 15 프로 & 프로맥스 일주일 사용기! 사기 전에 미리 참고하세요.,"11프로 4년가까이 사용중인데
15프맥으로 넘어갑니다!! 사용후기 잘봤습니다~~"
역대급으로 말 많은 아이폰 15 프로 & 프로맥스 일주일 사용기! 사기 전에 미리 참고하세요.,생각보다 사진 퀄리티의 차이가 꽤 나는거같네요
역대급으로 말 많은 아이폰 15 프로 & 프로맥스 일주일 사용기! 사기 전에 미리 참고하세요.,12미니에서 넘어갈라고 많은 영상을 보고 있지만 구매전 마무리는 역시 잇섭님!
역대급으로 말 많은 아이폰 15 프로 & 프로맥스 일주일 사용기! 사기 전에 미리 참고하세요.,"와..이런 솔직한 후기 너무 굿굿입니다.
역시 믿고 보는 잇섭사마
12프로 존버하고 16프로 갑니다 15프로 솔직히 말해서 조금 실망이네요 ㅠㅠ"
역대급으로 말 많은 아이폰 15 프로 & 프로맥스 일주일 사용기! 사기 전에 미리 참고하세요.,"온도차이가 생각보다 많이나네요. 
이정도는 별거 아니라는듯이 말씀하시는분들이 계시는데 90도 ~ 96도의 6도 차이와 40도 ~ 46도의 6도 차이는 전혀 다릅니다. 
열의 이동은 두 물체간의 온도차이에 의해서 발생합니다.
예를들어 체온을 37도라고 했을 때 핸드폰이 40도면 3도의 온도차이, 46도면 9도의 온도차이로 3배의 온도차이가 발생하므로 이 경우에는 3배 많은 열이 손으로 들어오는겁니다. (인체의 발열량은 무시)
목욕탕 들어갈때도 1, 2도 차이로도 느끼는 뜨거움이 차이가 많이 나는 이유에요.

15가 못쓸물건이다 뭐 그런말을 하려는게 아니라 열에 어느정도 본인이 민감한지 좀더 객관적으로 한번 판단해보라고 적었습니다."
역대급으로 말 많은 아이폰 15 프로 & 프로맥스 일주일 사용기! 사기 전에 미리 참고하세요.,100만원 육박하던 폰들도 비싸다고 생각햇던게 엊그제 같은데  이젠 200만원이라니 ㅎㅎ
역대급으로 말 많은 아이폰 15 프로 & 프로맥스 일주일 사용기! 사기 전에 미리 참고하세요.,잇섭님 혹시 최대 충전규격이 몇 W인지는 알 수 없을까요?? C타입으로 바뀌면서 충전지원규격이 바뀐건지 궁금해서요 무선충전속도도 전작과 그대로인가요
역대급으로 말 많은 아이폰 15 프로 & 프로맥스 일주일 사용기! 사기 전에 미리 참고하세요.,14플러스에서 15프로맥스는 어떨까요? 주사율과 카메라로 고민되네요! 프맥 무게 가벼워진점도 끌리네요
역대급으로 말 많은 아이폰 15 프로 & 프로맥스 일주일 사용기! 사기 전에 미리 참고하세요.,사전예약 전에 올려주는 그는 신인가?
역대급으로 말 많은 아이폰 15 프로 & 프로맥스 일주일 사용기! 사기 전에 미리 참고하세요.,15pro max 120hz구동에 따른 차이는 없을까요?
역대급으로 말 많은 아이폰 15 프로 & 프로맥스 일주일 사용기! 사기 전에 미리 참고하세요.,변색 이슈 후기도 궁금해요!!
역대급으로 말 많은 아이폰 15 프로 & 프로맥스 일주일 사용기! 사기 전에 미리 참고하세요.,"잇섭님 덕분에 

프로 블루 사전예약 잘했습니다!!!
감사드려요 ㅋㅋ"
역대급으로 말 많은 아이폰 15 프로 & 프로맥스 일주일 사용기! 사기 전에 미리 참고하세요.,"13프로 였는데, 영상 보고서 15프맥으로 갈아타야겠네요 ㅎㅎ 사진을 주로 많이 찍고 영상이랑 야외이니 프맥이 딱이겠군요!"
역대급으로 말 많은 아이폰 15 프로 & 프로맥스 일주일 사용기! 사기 전에 미리 참고하세요.,잇섭님 영상 잘 봤습니다. 참고 잘 했습니다. 이번 15프로 하두 말이 많아서 고민을 했는데요. 덕분에 고민 해결 됐네요. 제가 지금 쓰는것 13프로인데 15프로로 바꿔도 될것 같아요. 근데 15플러스랑 15프로 비교 해주실 수 있는지요. 이것도 말이 좀 많은것 같아서요. 오히려 15플러스가 괜찮다고 해서요. ^^
역대급으로 말 많은 아이폰 15 프로 & 프로맥스 일주일 사용기! 사기 전에 미리 참고하세요.,12쓰다가 며칠전 14프맥 512기가 통신사 할인 껴서 120만원대에 구매 하였습니다. 이정도면 괜찮다고 봅니다!! 다시금 17존버 가야겠네요!
역대급으로 말 많은 아이폰 15 프로 & 프로맥스 일주일 사용기! 사기 전에 미리 참고하세요.,이래서 잇섭님 영상 보고 구매하게 되눈것 같아요 궁굼증 모두 해결!
역대급으로 말 많은 아이폰 15 프로 & 프로맥스 일주일 사용기! 사기 전에 미리 참고하세요.,"폰 1,2년마다 바꾸시는 분들은 이번 라인업 별로다 싶으면 넘기셔도 무관하겠지만 3,4년에 한번씩 사는 나같은 사람들은 그냥 마음먹었을 때 사야됨,, 미루면 끝도 없고 아이폰 말많은건 매년 비슷한거같아서 그냥 살려고요 (아이폰 11 사용중..)"
역대급으로 말 많은 아이폰 15 프로 & 프로맥스 일주일 사용기! 사기 전에 미리 참고하세요.,12 pro의 광학 2배줌과 15 일반 크롭 2배 줌을 비교하면 배경압축 차이가 많이 느껴질까요??
역대급으로 말 많은 아이폰 15 프로 & 프로맥스 일주일 사용기! 사기 전에 미리 참고하세요.,"카메라 비교해주신것에 대해서 궁금한게
프로맥스가 5배만 되는건 아니지않나요? 야외사진찍을땐 5배로 찍고 실내나 인물모드 찍을땐 3배로 찍으면 
프로맥스가 더 좋은게 아닌가요 ㅜㅜ
야외 실내 둘다 많이 찍으면 프맥 프로중에 뭐가 더 나을지 너무 고민되네요 ㅠㅠ
실내, 인물모드 기준으론 프맥이 별로인가요?"
역대급으로 말 많은 아이폰 15 프로 & 프로맥스 일주일 사용기! 사기 전에 미리 참고하세요.,갤럭시 s10 사용자입니다. 5년만에 기기변경할 생각하니 두근거리네요. 5년간 핸드폰의 기술발전 체감 얼른 느껴보고싶네요.
역대급으로 말 많은 아이폰 15 프로 & 프로맥스 일주일 사용기! 사기 전에 미리 참고하세요.,지금 12 쓰고 있는데 바로 사전예약 박았습니다 다른건 몰라도 일단 C타입 전환이 진짜 큰 메리트인거 같아요 ㅠㅠ
역대급으로 말 많은 아이폰 15 프로 & 프로맥스 일주일 사용기! 사기 전에 미리 참고하세요.,"14프로에서 15프로 갈아탔는데 무게랑 카메라때매라도 바꾸길 잘한거같애요! 2주정도 쓰는중인데 가벼워진것도 좋고, 14프로는 영상 찍을때 초점 나가는거때매 개빡쳣어요ㅠ특히 줌 땡길때나 다시 돌아올때 초점이 아에 나가버린적이 넘 많았는데 15프로는 그런게 없어서 저는 진짜 만족중... 평소에 폰 어떤 기능을 더 많이 사용하느냐에 따라 14프로 15프로 차이가 별로 없다고 느낄수도 있지만 저는 넘 좋아요 히히"
역대급으로 말 많은 아이폰 15 프로 & 프로맥스 일주일 사용기! 사기 전에 미리 참고하세요.,"발열이나 배터리 관련해서는 동일한 버전의 OS로 테스트가 진행되었는지 궁금합니다
저 같은 경우 13프로 맥스 사용중인데 IOS 17로 올린 이후로 발열증가와 함께 배터리 닳는 속도가 매우 빨라졌습니다 (기존보다 1.5배 빨리 닳을정도로 매우 심각해짐)
이번 17.0.3으로 업데이트로 얼마나 발열이나 배터리 닳는 속도가 해결될지 관심이 많이 가네요"
역대급으로 말 많은 아이폰 15 프로 & 프로맥스 일주일 사용기! 사기 전에 미리 참고하세요.,12 쓰다가 처음으로 pro 라인 넘어가요! 비용 부담이 되어서 계속 기본 라인만 썼는데 너무 기대됩니다
역대급으로 말 많은 아이폰 15 프로 & 프로맥스 일주일 사용기! 사기 전에 미리 참고하세요.,업데이트 이후 발열 문제가 어떻게 해결될지 영상이 벌써부터 기다려집니다
역대급으로 말 많은 아이폰 15 프로 & 프로맥스 일주일 사용기! 사기 전에 미리 참고하세요.,소프트웨어 업데이트 후 발열도 궁금한데 발열이 감소하면서 성능도 감소 되는지 세세히 알려주세요!
역대급으로 말 많은 아이폰 15 프로 & 프로맥스 일주일 사용기! 사기 전에 미리 참고하세요.,저는 잇섭님 영상보고 14프로 구매했습니다.좋은 영상 감사합니다
역대급으로 말 많은 아이폰 15 프로 & 프로맥스 일주일 사용기! 사기 전에 미리 참고하세요.,C타입으로 변경되면서 많이 좋아진듯하네요
역대급으로 말 많은 아이폰 15 프로 & 프로맥스 일주일 사용기! 사기 전에 미리 참고하세요.,"정보 정말 감사합니다.
드디어 6+ 10년 쓰던거 바꿀수 있게 되는군요."
역대급으로 말 많은 아이폰 15 프로 & 프로맥스 일주일 사용기! 사기 전에 미리 참고하세요.,"벤딩 테스트에 경우엔 평소에 뒷주머니에 핸드폰 넣고 자리에 앉는분들은 조심해야 할 것 같아요.
아니면 뒷주머니에 넣어놓고 엉덩방아를 찧게 된다던가 하면 짝! 하고 찌그러질거에요 ㅎㅎ"
역대급으로 말 많은 아이폰 15 프로 & 프로맥스 일주일 사용기! 사기 전에 미리 참고하세요.,너무 궁금했었는데 ㅠㅠㅠ감사합니다 11프로에서 갈아타는거니까 고민없이 사야겠어여
역대급으로 말 많은 아이폰 15 프로 & 프로맥스 일주일 사용기! 사기 전에 미리 참고하세요.,12pro 쓰면서 이번에 c타입 바뀐다고 기대햇는데 발열이슈때문에 고민을 하다가 영상보고 바꾸기로 결정했네요! 이제 프로와 프로맥스중 고민을 ..ㅋㅋㅋ 좋은영상 감사합니다
역대급으로 말 많은 아이폰 15 프로 & 프로맥스 일주일 사용기! 사기 전에 미리 참고하세요.,14프로맥스를 쓰고있는데도 바꿀까 말까 고민했었는데... 영상을 보고나서 바꿀 마음이 사라졌습니다!ㅋㅋㅋㅋ 감사합니다!
역대급으로 말 많은 아이폰 15 프로 & 프로맥스 일주일 사용기! 사기 전에 미리 참고하세요.,프로 맥스는 사용가능 시간이 프로에 비해 넘사벽이라 민족도 면에서 프로맥스가 훨씬 더 좋은것 같더라고요~
역대급으로 말 많은 아이폰 15 프로 & 프로맥스 일주일 사용기! 사기 전에 미리 참고하세요.,아이폰 15랑  아이폰 14프로 비교 영상 가능할까요...?
역대급으로 말 많은 아이폰 15 프로 & 프로맥스 일주일 사용기! 사기 전에 미리 참고하세요.,"영상 감사합니다.
이번 기회에 x에서 15 넘어가는데 도움이 많이 되었습니다. 감사합니다"
역대급으로 말 많은 아이폰 15 프로 & 프로맥스 일주일 사용기! 사기 전에 미리 참고하세요.,이번에 그냥 중고 미개봉으로 14프로 30~40 정도 싸게 구입했는데 만족합니다!! 물론 돈만 더 있었다면 15를…
역대급으로 말 많은 아이폰 15 프로 & 프로맥스 일주일 사용기! 사기 전에 미리 참고하세요.,"저 아이폰xs 유저 인데 잇섭님 믿고 15프로 살게요. 사실 엄청 고민 했거든요..ㅜㅜ
폰은 바꿀 때가 됐고 바꾸기로 한 15프로는 이슈가 많고..그렇다고 갤러시로는 가기 싫었거든요..그리고 아이폰은 ”짝수“ 다 라는 말도 나름 맞다고 생각 한 사람 이여서 다시 1년 버틸까 생각 했지만 오늘 이 영상 보고 15프로 구매 하기로 결정 했습니다.
감사합니다."
역대급으로 말 많은 아이폰 15 프로 & 프로맥스 일주일 사용기! 사기 전에 미리 참고하세요.,역시 믿는 유튜버 잇섭!
역대급으로 말 많은 아이폰 15 프로 & 프로맥스 일주일 사용기! 사기 전에 미리 참고하세요.,대박! 고민하고있었는데!!! 감사합니다
역대급으로 말 많은 아이폰 15 프로 & 프로맥스 일주일 사용기! 사기 전에 미리 참고하세요.,11쓰고 있었는데 바꿀까 고민도 했는데 1년 더 기다려봐야겠어요! 감사합니다!
역대급으로 말 많은 아이폰 15 프로 & 프로맥스 일주일 사용기! 사기 전에 미리 참고하세요.,"xr유저입니다 xr때나 지금이나 늘 귀에 꽂히는 리뷰 감사합니다
저는 조금 더 존버 타겠습니다"
역대급으로 말 많은 아이폰 15 프로 & 프로맥스 일주일 사용기! 사기 전에 미리 참고하세요.,예전에도 가끔 봤지만 배텐땜에 구독하고 있어요.  응원합니다. ㅎㅎ
역대급으로 말 많은 아이폰 15 프로 & 프로맥스 일주일 사용기! 사기 전에 미리 참고하세요.,제일 신뢰됨. 15프로 사전예약 바로 했습니다. 제 인생 첫 아이폰이네요ㅎㅎ
역대급으로 말 많은 아이폰 15 프로 & 프로맥스 일주일 사용기! 사기 전에 미리 참고하세요.,어차피 핸드폰발열은 모든 폰에 다 있는거라 상관 안쓰지만 깨지기 쉽다는 점에서 약간 걸리네요 그래도 요번에는 꼭 바꾸고싶었어서 사전예약 하려구요!! 성공해보겠습니다
역대급으로 말 많은 아이폰 15 프로 & 프로맥스 일주일 사용기! 사기 전에 미리 참고하세요.,"15 pro 랑 15pro max 비교할때 뭐랄까
라이플 쓸꺼냐? 저격용 라이플 쓸꺼냐?
요렇게 보이는데 어떻게보면 덕질하시는분들에게는 상당히 좋은 리뷰입니다!"
역대급으로 말 많은 아이폰 15 프로 & 프로맥스 일주일 사용기! 사기 전에 미리 참고하세요.,일반도 좀 리뷰 해주십쇼 
역대급으로 말 많은 아이폰 15 프로 & 프로맥스 일주일 사용기! 사기 전에 미리 참고하세요.,"진짜 고민되네요. 15프로를 사려고하니, 14프로보다 좋아진게 별로 느껴지지 않고 다만 c타입 잭 연결만이 나은거 같아 진짜 16까지 존버하는게 나은걸까요?"
역대급으로 말 많은 아이폰 15 프로 & 프로맥스 일주일 사용기! 사기 전에 미리 참고하세요.,"잇섭님 혹시 아이폰15프로도 애플워치 처럼 알리미늄을 사포로 갈아서 스테인리스로 만들었잖아요? 그거처럼 아이폰15프로는 티타늄이니까 사포로 갈면 스테인리스처럼 되지않을까요?
너무 궁금하네요"
역대급으로 말 많은 아이폰 15 프로 & 프로맥스 일주일 사용기! 사기 전에 미리 참고하세요.,아마  다음 물량 부턴 이런 단점 없을수도...
역대급으로 말 많은 아이폰 15 프로 & 프로맥스 일주일 사용기! 사기 전에 미리 참고하세요.,살까말까 고민하던와중 잇섭좌께서 “13미만은 사라~“고 하시니 바로 사전예약 준비합니다
역대급으로 말 많은 아이폰 15 프로 & 프로맥스 일주일 사용기! 사기 전에 미리 참고하세요.,액션 버튼에 대한 언급은 따로 없는거보니 크게 인상깊은 변화는 아닌가보네
역대급으로 말 많은 아이폰 15 프로 & 프로맥스 일주일 사용기! 사기 전에 미리 참고하세요.,블루도 긁어서 내츄럴로 만들어주세요! 감사합니다!
역대급으로 말 많은 아이폰 15 프로 & 프로맥스 일주일 사용기! 사기 전에 미리 참고하세요.,말이 많아서 직접 찍먹해보고 싶었지만 초판은 거의 힘들 거 같은 그런 느낌적인 느낌.. 내년에나 얻을 수 있을 거 같네요... 어흑..
역대급으로 말 많은 아이폰 15 프로 & 프로맥스 일주일 사용기! 사기 전에 미리 참고하세요.,"아이폰15프로 전면 카메라 vs z플립 후면 카메라 비교하면 어떤가요?
지금까지 아이폰만 썼는데 일 때문에 안드로이드로 바꿔야하나 고민중ㅜ 
셀카기준 아이폰은 전면카메라 플립은 후면인데 이렇게 비교한 리뷰가 없네요 ㅜ"
역대급으로 말 많은 아이폰 15 프로 & 프로맥스 일주일 사용기! 사기 전에 미리 참고하세요.,세 ㄱ계 최고의 테크 리뷰채널
역대급으로 말 많은 아이폰 15 프로 & 프로맥스 일주일 사용기! 사기 전에 미리 참고하세요.,기다렸습니다!감사합니다
역대급으로 말 많은 아이폰 15 프로 & 프로맥스 일주일 사용기! 사기 전에 미리 참고하세요.,수원화성에서 뵀었는데 오늘영상 소재였군요 ㅎㅎ 진짜 팬인데 같이 사진도찍어주시고 너무 감사했습니다!!! 리뷰도 항상 잘보고있어요~~
역대급으로 말 많은 아이폰 15 프로 & 프로맥스 일주일 사용기! 사기 전에 미리 참고하세요.,"아 맙소사...
발열 이슈 땜에 프로랑 프맥 고민중이었는데 업뎃 이후 테스트는 추후에 올린다니...

당장 내일이 사전예약인데!!
야스키이이이이잉!!!!"
역대급으로 말 많은 아이폰 15 프로 & 프로맥스 일주일 사용기! 사기 전에 미리 참고하세요.,"흠집, 찍힘, 성능, 발열 그 모든 것이 상관 없었으나 유분 변색... 이게 저에겐 도저히 용납할 수 없는 포인트인 것 같아요
폰이 이뻐서 샀는데 케이스는 왜 끼나 주의라서 생폰으로만 쓰는데 이 변색이 용납되지 않네요 ㅠㅠ
알콜로 닦으면 깨끗하게 닦인다고는 하지만 그냥 옷에 쓰윽 아니면 휴지로 쓰윽 하면 되는 거랑 알콜 적셔서 닦아야 하는 건 차이가 많이 크죠...
이 하나가 용납이 안 되서 전 그냥 15 일반 블루로 결정했어요"
역대급으로 말 많은 아이폰 15 프로 & 프로맥스 일주일 사용기! 사기 전에 미리 참고하세요.,"15프맥 홍콩판 유저입니다
업데이트후 발열도 없고

가벼운게 너무 좋네요"
역대급으로 말 많은 아이폰 15 프로 & 프로맥스 일주일 사용기! 사기 전에 미리 참고하세요.,"Usb-c, 180g, 14프로와의 간격, 안정성, 티머니 이 다섯가지를 듣고 생각났습니다.
이건 사야한다"
역대급으로 말 많은 아이폰 15 프로 & 프로맥스 일주일 사용기! 사기 전에 미리 참고하세요.,블루로 사려고 했는데 칠이 벗겨진다니 케이스 껴두고 안빼서 색깔도 티타늄쪽 기스도 별 의미가 없긴하지만 결국 내추럴로 최종 결정했네요
역대급으로 말 많은 아이폰 15 프로 & 프로맥스 일주일 사용기! 사기 전에 미리 참고하세요.,8+ 잘쓰다가 액정깨져서 15구매하려고 하는데 정보 잘 받아갑니다. (사실 존버해서 16나오면 사려고 1년만 더 버틸려했는데 어쩔수 없이 사전예약 가요~)
역대급으로 말 많은 아이폰 15 프로 & 프로맥스 일주일 사용기! 사기 전에 미리 참고하세요.,그 예전에 GOS 관련 테스트 꾸준히 하신 네모난꿈님이 ios업데이트 후 발열테스트해보셨다고 하네요.
역대급으로 말 많은 아이폰 15 프로 & 프로맥스 일주일 사용기! 사기 전에 미리 참고하세요.,여러 이슈 소문 때문에 12 프로에서 14프로로 갔는데 만족하면서도 좀 후회되네요
역대급으로 말 많은 아이폰 15 프로 & 프로맥스 일주일 사용기! 사기 전에 미리 참고하세요.,아이폰 사전예약 싸게사거나 전화요금제 비싸지않게하려면 어디서 하는게 좋나요? s10 5g로 바꿀때는 일반대리점에서 샀을때 호구당한 전적이 좀 있어서 고민이 좀 되는데 유플러스에서 해도 괜찮은건가요?
역대급으로 말 많은 아이폰 15 프로 & 프로맥스 일주일 사용기! 사기 전에 미리 참고하세요.,11프 사용중이고 이번엔 진짜 넘어가려고 마음먹었다가 여러 논란들로 고민에 빠졌는데 영상보고 15프 사기로 결정했다
역대급으로 말 많은 아이폰 15 프로 & 프로맥스 일주일 사용기! 사기 전에 미리 참고하세요.,앗 드디어 기다리던 후기!!!!!!!!!!!
역대급으로 말 많은 아이폰 15 프로 & 프로맥스 일주일 사용기! 사기 전에 미리 참고하세요.,"애플관련 승리자는 언제나 '뭐'에서 갈아타느냐임..
지금 애플은 X 갤럭시는 플립4쓰는데 드디어 애플 갈아탈때가 되었다...
솔직히 갠취로는 X디자인이 역대급이라 성능은 구려도 버텨왔는데 이젠 구려도 너무 구린것같음ㅠㅠ 특히 사진찍을때 플립들고있을땐 찍지만 X들고있을땐 친구폰 빌려서 찍게될정도;;
고생했다.. 그래도 한번도 박살안내고 진짜 깨끗하게 써서 정들었는데 ㅠㅠ"
역대급으로 말 많은 아이폰 15 프로 & 프로맥스 일주일 사용기! 사기 전에 미리 참고하세요.,전 현제 아이폰 14 프로맥스 128 기가 골드 색상 사용중이고 바꿀까 고민 했었는데 여러 영상 보고 이번엔 존버 하고 16 시리즈 나오면 바꿀려고 맘 편히 결정했습니다 많은 도움이 됐습니다 그런데다 15 시리즈가 문제 가 너무 많은 것 같아서요 14 프로 맥스 도 쓰는데 무거운거 빼고는 아무 런 지장이 없기에. 좋은 영상 잘 보고 갑니다
역대급으로 말 많은 아이폰 15 프로 & 프로맥스 일주일 사용기! 사기 전에 미리 참고하세요.,아이폰 디자인 바꾸면 괜찮을 뜻 하는데 특히 카툭뛰가 나오니깐 점점 시리즈 나올때마다 단점이 될것 같다
역대급으로 말 많은 아이폰 15 프로 & 프로맥스 일주일 사용기! 사기 전에 미리 참고하세요.,아이폰이 C타입 충전으로 바껴서 너무 좋습니다
역대급으로 말 많은 아이폰 15 프로 & 프로맥스 일주일 사용기! 사기 전에 미리 참고하세요.,소프트웨어 업데이트로 발열을 잡는다라...역시 초기에 사면 좀 고생한다니깐.. 안정화되면 사야됨
역대급으로 말 많은 아이폰 15 프로 & 프로맥스 일주일 사용기! 사기 전에 미리 참고하세요.,"아이폰13에서 15프로로 넘어왔는데 네츄럴 티타늄 너무이뻐용 
일반에서 프로써서 그냥 좋음ㅋㅋ"
역대급으로 말 많은 아이폰 15 프로 & 프로맥스 일주일 사용기! 사기 전에 미리 참고하세요.,15프로는 뭔가 과도기적 제품같아서 s23울트라 내년까지 쓰다가 16프로 나오면 바꿔봐야 겠어요
역대급으로 말 많은 아이폰 15 프로 & 프로맥스 일주일 사용기! 사기 전에 미리 참고하세요.,지금 아이폰11 사용중입니다! 15프로 혹은 14프맥 고민중인데요… 솔직히 C타입으로 바뀐거빼곤 전작보다 월등하게 업그레이드 된것같지 않아서 어떤걸 고르는게 좋을지 고민됩니다….
역대급으로 말 많은 아이폰 15 프로 & 프로맥스 일주일 사용기! 사기 전에 미리 참고하세요.,아이폰 특유의 색온도가 변하는 문제는 어떤지 궁금하네요
역대급으로 말 많은 아이폰 15 프로 & 프로맥스 일주일 사용기! 사기 전에 미리 참고하세요.,항상 필요할때 등장해주는 G.O.A.T
역대급으로 말 많은 아이폰 15 프로 & 프로맥스 일주일 사용기! 사기 전에 미리 참고하세요.,13 프로맥스 256 용량거지라 이번에 15프로 1테라 갈아타려했는데 발열 이슈때문에 주저했거든요ㅠ 근데 딱 잇섭님 영상 뜬거 보고 안심하고 주문해야겠어요 :)
역대급으로 말 많은 아이폰 15 프로 & 프로맥스 일주일 사용기! 사기 전에 미리 참고하세요.,"아이폰14 프로를 쓰고있지만, 무게때문에 16나오면 일반모델로 넘어가야하지 생각하는데, 그때도 일반모델 60hz 고집하면 정뚝떨할거같네요."
역대급으로 말 많은 아이폰 15 프로 & 프로맥스 일주일 사용기! 사기 전에 미리 참고하세요.,영상 잘봤어요 잇섭님 ㅎㅎ
역대급으로 말 많은 아이폰 15 프로 & 프로맥스 일주일 사용기! 사기 전에 미리 참고하세요.,요번에 이식되는 AAA급 게임들은 15프로라인업에서만 지원한다하네요 이것도 큰 메리트일듯합니다
역대급으로 말 많은 아이폰 15 프로 & 프로맥스 일주일 사용기! 사기 전에 미리 참고하세요.,"10년넘네 갤럭시만 사용했고 지금21플러스 사용하는데 1년 넘으니 너무 구대기같음 ㅋㅋㅋㅋ
아이폰15프로 너무 땡기네....바꾸면 신세계다!라고 할만큼 성능차이가 날까유?
주로 현장사진을 많이찍고 게임이나 문서파일 열람을 많이 합니다 누가 댓글좀 써주시면 너무 감사하겠습니다 !!!"
역대급으로 말 많은 아이폰 15 프로 & 프로맥스 일주일 사용기! 사기 전에 미리 참고하세요.,"갤럭시마냥 3x 5x 망원 따로 넣어주면 베스트긴 할텐데 좀 아쉽네요
말씀하신 것 처럼 실내에선 5x로 찍을 일이 없거든요"
역대급으로 말 많은 아이폰 15 프로 & 프로맥스 일주일 사용기! 사기 전에 미리 참고하세요.,"여지껏 3,4S,4S,5S,6+ 6+써보고 큰 아이폰은 아니야... 하며 
뭔가 병에걸린거마냥 주구장창 SE,SE2,SE2,SE3,12미니 
이젠... 작은아이폰 그만 놔주고 시대의 흐름에 맞춰서 한번 큰거 써볼래요...
적응... 할수있겠죠...? ㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
역대급으로 말 많은 아이폰 15 프로 & 프로맥스 일주일 사용기! 사기 전에 미리 참고하세요.,"잇섭님, 1~2.9x 주카메라 영역에서는 프로와 프맥 차이가 없다는 말씀이시구
3~5x는 프로에서만 망원카메라가 있기때문에 프로의 카메라가 더 좋고, 5x이상부터는 프맥의 망원 카메라가 있어서 프맥이 더 좋다는 말씀이신거죠?? 
결론은 1~2.9x 까지의 주카메라 영역에선 두 모델의 차이는 없다는 말씀이신거죠?"
역대급으로 말 많은 아이폰 15 프로 & 프로맥스 일주일 사용기! 사기 전에 미리 참고하세요.,배터리 비교할때 사용한 14pro는 기존에 사용하던 기기인가요? 아니면 실험을 위해 새로 개봉한 것인가요?
역대급으로 말 많은 아이폰 15 프로 & 프로맥스 일주일 사용기! 사기 전에 미리 참고하세요.,얇은 베젤과 그립감~ 내년에는 더 커지기전에 바꿔야죠~
역대급으로 말 많은 아이폰 15 프로 & 프로맥스 일주일 사용기! 사기 전에 미리 참고하세요.,"아이폰11을 쓰고 있는 입장에서.. 이번에는 업그레이드 해야지 하고 있는데
참 고민이네요.. 일반 갈지 pro 갈지...영상 반복해서 보면서 더 고민해봐야겠네요 ㅠㅠ"
역대급으로 말 많은 아이폰 15 프로 & 프로맥스 일주일 사용기! 사기 전에 미리 참고하세요.,현재 사진용량 3gb차 있고 게임도 깔아봐야 한 두개 까는 편이고 영상촬영도 길게는 안하는편인데 128GB도 충분할까요??..패드랑 노트북도 있어서 256까진 필요 없을까요??
역대급으로 말 많은 아이폰 15 프로 & 프로맥스 일주일 사용기! 사기 전에 미리 참고하세요.,아이폰8을 아직도 쓰는 유저로 이제 바꿀 때가 되어 15프로로 바꿔보려합니다 15가 유독 말이 많네요… 16까지 기다려볼까하다가 그냥 프로로 갑니다 영상 잘 봤어요!!
역대급으로 말 많은 아이폰 15 프로 & 프로맥스 일주일 사용기! 사기 전에 미리 참고하세요.,기대에 못미쳐도 아이폰이라고 괜찮게 나온거 같네여
역대급으로 말 많은 아이폰 15 프로 & 프로맥스 일주일 사용기! 사기 전에 미리 참고하세요.,15랑 14랑 별차이가 없다는게 킬포
역대급으로 말 많은 아이폰 15 프로 & 프로맥스 일주일 사용기! 사기 전에 미리 참고하세요.,이번 주말엔 유튜버분들 아이폰 언박싱 영상들 봐야짐~~
역대급으로 말 많은 아이폰 15 프로 & 프로맥스 일주일 사용기! 사기 전에 미리 참고하세요.,업데이트후  발열좀  체크좀해주세요
역대급으로 말 많은 아이폰 15 프로 & 프로맥스 일주일 사용기! 사기 전에 미리 참고하세요.,이번 기회에 5년째 쓰던 S9에서 아이폰 15로 넘어가게 되었습니다. 구매전에 많은 참고가 되었네요 ㅎㅎ 근데 어차피 뭘해도 지금 사용하는거 보단 좋을 것 같습니다.
새로 공개된 애플 아이폰 15&15 프로 총정리! 미국 현지에서 직접 경험한 느낌은?,이번 제품은 전작 대비 완성도를 높아서 좋은 평을 받을 것 같네요. 디자인도 디테일이 올라갔고 재질표현도 너무 이쁘게 나온것 같아 이쁜 것 같네요. 핸드폰을 오래 쓰셔서 또 핸드폰을 오래 쓰는 소비자가 사기엔 좋은 제품이라고 생각이 듭니다.
